id,Action
1,0.869501864299281
2,0.980608268093879
3,0.9594750230284015
4,0.9769051308102186
5,0.9956307629082092
6,0.969991400126483
7,0.97954060565955
8,0.997412151158643
9,0.9428526052351512
10,0.965085455124766
11,0.826427759916184
12,0.9365322223875642
13,0.9247886797351257
14,0.9074139813294047
15,0.9651564756374069
16,0.9901627561127556
17,0.911017193196919
18,0.9052402065246153
19,0.9737005753214749
20,0.9280537222266061
21,0.9970987662884315
22,0.9860469115098697
23,0.8730799027052284
24,0.9574572280899102
25,0.9494966639620527
26,0.8897104564922906
27,0.9816955247465742
28,0.8855318916502579
29,0.9719679596284438
30,0.9645945807338505
31,0.9625315640649872
32,0.9191056890718882
33,0.9616557834146036
34,0.97954060565955
35,0.9625315640649872
36,0.9508762372936317
37,0.9760507616197259
38,0.9914182798881913
39,0.8996953685204334
40,0.9721863560065462
41,0.9104551755523576
42,0.9096345293134099
43,0.9687933658671336
44,0.9861376282107205
45,0.9329498700630245
46,0.9139826790862479
47,0.9791813982660996
48,0.9480121284953562
49,0.9988768648380234
50,0.9665680703471591
51,0.9966001042994893
52,0.9648081397412599
53,0.9876172801457663
54,0.9702988929237404
55,0.9185773500404727
56,0.869501864299281
57,0.9838945450346386
58,0.987582498460967
59,0.9654120858315407
60,0.9096345293134099
61,0.9415049877833862
62,0.9786193020112013
63,0.9641214017513623
64,0.9688801141453959
65,0.9948821269712312
66,0.985781674346429
67,0.9045230766925779
68,0.9686708053752705
69,0.9275932261687317
70,0.7903060538846417
71,0.9235877974536886
72,0.9765841076275462
73,0.9494966639620527
74,0.9725814714450708
75,0.9791813982660996
76,0.9710765785637243
77,0.9672296313736544
78,0.9400783005406773
79,0.9427677010222352
80,0.9906423876734983
81,0.9619299682158658
82,0.9664486777686454
83,0.9615952146452126
84,0.973785063208811
85,0.9068669053083597
86,0.9219985667198664
87,0.8889658543711416
88,0.9666305459154396
89,0.9523659775547665
90,0.9517879557479457
91,0.9191056890718882
92,0.9692298786538163
93,0.9867360464233376
94,0.7977578693457688
95,0.9559661581983272
96,0.9245926357624787
97,0.826427759916184
98,0.9956905143944008
99,0.985781674346429
100,0.9308246483796457
101,0.9005830461269447
102,0.9480093789459011
103,0.9473919299357035
104,0.9428526052351512
105,0.8440492337484174
106,0.9919440226347208
107,0.9875062329081389
108,0.9027031017720062
109,0.973686855566423
110,0.9616593216578817
111,0.826427759916184
112,0.9599154156711007
113,0.9082684042079923
114,0.9338207288000816
115,0.9647071509981548
116,0.9625315640649872
117,0.9625315640649872
118,0.9186114451909462
119,0.9961391102008731
120,0.9364748972996658
121,0.9517879557479457
122,0.9434698514194687
123,0.8723373780075099
124,0.9901231044282169
125,0.9427677010222352
126,0.9347552687153098
127,0.8643842952109085
128,0.8392098683650663
129,0.9052758296503152
130,0.9670339419506613
131,0.9857243975189853
132,0.9738617016355724
133,0.9052402065246153
134,0.9052758296503152
135,0.9686708053752705
136,0.9275932261687317
137,0.9725814714450708
138,0.9434698514194687
139,0.9245926357624787
140,0.9594750230284015
141,0.9846656813361429
142,0.9509625518286576
143,0.9698012803934287
144,0.9702988929237404
145,0.985781674346429
146,0.835817601600977
147,0.8614354510642664
148,0.8597898724109437
149,0.987582498460967
150,0.9598441943204207
151,0.9692298786538163
152,0.9400783005406773
153,0.979800242583193
154,0.9027031017720062
155,0.8997222239008342
156,0.9429703115956344
157,0.9068669053083597
